Episode 1/2000 | Reward: -23.08 | Epsilon: 1.00
Episode 1238/2000 | Reward: 554.41 | Epsilon: 0.05
Episode 1239/2000 | Reward: 256.25 | Epsilon: 0.05
Episode 1240/2000 | Reward: 277.48 | Epsilon: 0.05
Episode 1241/2000 | Reward: 605.70 | Epsilon: 0.05
Episode 1242/2000 | Reward: 526.81 | Epsilon: 0.05
Episode 1243/2000 | Reward: 546.26 | Epsilon: 0.05
Episode 1244/2000 | Reward: 217.37 | Epsilon: 0.05
Episode 1245/2000 | Reward: 681.57 | Epsilon: 0.05
Episode 1246/2000 | Reward: 685.16 | Epsilon: 0.05
Episode 1247/2000 | Reward: 388.89 | Epsilon: 0.05
Episode 1248/2000 | Reward: 677.78 | Epsilon: 0.05
Episode 1249/2000 | Reward: 762.82 | Epsilon: 0.05
Episode 1250/2000 | Reward: 684.25 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.     
Checkpoint saved to ddqn_speed_1250.h5
Episode 1251/2000 | Reward: 87.73 | Epsilon: 0.05
Episode 1252/2000 | Reward: 859.56 | Epsilon: 0.05
Episode 1253/2000 | Reward: 410.56 | Epsilon: 0.05
Episode 1254/2000 | Reward: 323.57 | Epsilon: 0.05
Episode 1255/2000 | Reward: 418.39 | Epsilon: 0.05
Episode 1256/2000 | Reward: 287.88 | Epsilon: 0.05
Episode 1257/2000 | Reward: 436.23 | Epsilon: 0.05
Episode 1258/2000 | Reward: 627.59 | Epsilon: 0.05
Episode 1259/2000 | Reward: 571.19 | Epsilon: 0.05
Episode 1260/2000 | Reward: 767.86 | Epsilon: 0.05
Episode 1261/2000 | Reward: 268.77 | Epsilon: 0.05
Episode 1262/2000 | Reward: 567.82 | Epsilon: 0.05
Episode 1263/2000 | Reward: 636.26 | Epsilon: 0.05
Episode 1264/2000 | Reward: 662.41 | Epsilon: 0.05
Episode 1265/2000 | Reward: 585.02 | Epsilon: 0.05
Episode 1266/2000 | Reward: 574.42 | Epsilon: 0.05
Episode 1267/2000 | Reward: 599.30 | Epsilon: 0.05
Episode 1268/2000 | Reward: 605.88 | Epsilon: 0.05
Episode 1269/2000 | Reward: 500.00 | Epsilon: 0.05
Episode 1270/2000 | Reward: 125.69 | Epsilon: 0.05
Episode 1271/2000 | Reward: 546.05 | Epsilon: 0.05
Episode 1272/2000 | Reward: 672.88 | Epsilon: 0.05
Episode 1273/2000 | Reward: 197.55 | Epsilon: 0.05
Episode 1274/2000 | Reward: 433.10 | Epsilon: 0.05
Episode 1275/2000 | Reward: 345.16 | Epsilon: 0.05
Episode 1276/2000 | Reward: 201.78 | Epsilon: 0.05
Episode 1277/2000 | Reward: 457.82 | Epsilon: 0.05
Episode 1278/2000 | Reward: 586.47 | Epsilon: 0.05
Episode 1279/2000 | Reward: 362.78 | Epsilon: 0.05
Episode 1280/2000 | Reward: 622.97 | Epsilon: 0.05
Episode 1281/2000 | Reward: 736.12 | Epsilon: 0.05
Episode 1282/2000 | Reward: 666.78 | Epsilon: 0.05
Episode 1283/2000 | Reward: 378.40 | Epsilon: 0.05
Episode 1284/2000 | Reward: 523.46 | Epsilon: 0.05
Episode 1285/2000 | Reward: 224.14 | Epsilon: 0.05
Episode 1286/2000 | Reward: 566.67 | Epsilon: 0.05
Episode 1287/2000 | Reward: 514.33 | Epsilon: 0.05
Episode 1288/2000 | Reward: 422.52 | Epsilon: 0.05
Episode 1289/2000 | Reward: 283.51 | Epsilon: 0.05
Episode 1290/2000 | Reward: 594.81 | Epsilon: 0.05
Episode 1291/2000 | Reward: 254.63 | Epsilon: 0.05
Episode 1292/2000 | Reward: 793.24 | Epsilon: 0.05
Episode 1293/2000 | Reward: 419.03 | Epsilon: 0.05
Episode 1294/2000 | Reward: 679.87 | Epsilon: 0.05
Episode 1295/2000 | Reward: 49.94 | Epsilon: 0.05
Episode 1296/2000 | Reward: 883.28 | Epsilon: 0.05
Episode 1297/2000 | Reward: 653.21 | Epsilon: 0.05
Episode 1298/2000 | Reward: 565.59 | Epsilon: 0.05
Episode 1299/2000 | Reward: 303.03 | Epsilon: 0.05
Episode 1300/2000 | Reward: 296.08 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_1300.h5
Episode 1301/2000 | Reward: 286.99 | Epsilon: 0.05
Episode 1302/2000 | Reward: 218.52 | Epsilon: 0.05
Episode 1303/2000 | Reward: 698.63 | Epsilon: 0.05
Episode 1304/2000 | Reward: 203.55 | Epsilon: 0.05
Episode 1305/2000 | Reward: 251.97 | Epsilon: 0.05
Episode 1306/2000 | Reward: 340.27 | Epsilon: 0.05
Episode 1307/2000 | Reward: 392.11 | Epsilon: 0.05
Episode 1308/2000 | Reward: 454.77 | Epsilon: 0.05
Episode 1309/2000 | Reward: 422.66 | Epsilon: 0.05
Episode 1310/2000 | Reward: 493.28 | Epsilon: 0.05
Episode 1311/2000 | Reward: 341.36 | Epsilon: 0.05
Episode 1312/2000 | Reward: 160.38 | Epsilon: 0.05
Episode 1313/2000 | Reward: 312.79 | Epsilon: 0.05
Episode 1314/2000 | Reward: 239.22 | Epsilon: 0.05
Episode 1315/2000 | Reward: 786.99 | Epsilon: 0.05
Episode 1316/2000 | Reward: 578.12 | Epsilon: 0.05
Episode 1317/2000 | Reward: 677.34 | Epsilon: 0.05
Episode 1318/2000 | Reward: 614.81 | Epsilon: 0.05
Episode 1319/2000 | Reward: 655.32 | Epsilon: 0.05
Episode 1320/2000 | Reward: 805.30 | Epsilon: 0.05
Episode 1321/2000 | Reward: 473.84 | Epsilon: 0.05
Episode 1322/2000 | Reward: 354.23 | Epsilon: 0.05
Episode 1323/2000 | Reward: 616.92 | Epsilon: 0.05
Episode 1324/2000 | Reward: 695.22 | Epsilon: 0.05
Episode 1325/2000 | Reward: 473.94 | Epsilon: 0.05
Episode 1326/2000 | Reward: 422.97 | Epsilon: 0.05
Episode 1327/2000 | Reward: 601.69 | Epsilon: 0.05
Episode 1328/2000 | Reward: 759.78 | Epsilon: 0.05
Episode 1329/2000 | Reward: 341.94 | Epsilon: 0.05
Episode 1330/2000 | Reward: 678.69 | Epsilon: 0.05
Episode 1331/2000 | Reward: 262.50 | Epsilon: 0.05
Episode 1332/2000 | Reward: 484.42 | Epsilon: 0.05
Episode 1333/2000 | Reward: 851.22 | Epsilon: 0.05
Episode 1334/2000 | Reward: 614.79 | Epsilon: 0.05
Episode 1335/2000 | Reward: 459.08 | Epsilon: 0.05
Episode 1336/2000 | Reward: 781.92 | Epsilon: 0.05
Episode 1337/2000 | Reward: 71.10 | Epsilon: 0.05
Episode 1338/2000 | Reward: 602.70 | Epsilon: 0.05
Episode 1339/2000 | Reward: 512.24 | Epsilon: 0.05
Episode 1340/2000 | Reward: 314.72 | Epsilon: 0.05
Episode 1341/2000 | Reward: 766.20 | Epsilon: 0.05
Episode 1342/2000 | Reward: 666.39 | Epsilon: 0.05
Episode 1343/2000 | Reward: 519.22 | Epsilon: 0.05
Episode 1344/2000 | Reward: 326.47 | Epsilon: 0.05
Episode 1345/2000 | Reward: 409.04 | Epsilon: 0.05
Episode 1346/2000 | Reward: 448.12 | Epsilon: 0.05
Episode 1347/2000 | Reward: 73.76 | Epsilon: 0.05
Episode 1348/2000 | Reward: 606.67 | Epsilon: 0.05
Episode 1349/2000 | Reward: 377.27 | Epsilon: 0.05
Episode 1350/2000 | Reward: 254.47 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_1350.h5
Episode 1351/2000 | Reward: 673.05 | Epsilon: 0.05
Episode 1352/2000 | Reward: 176.87 | Epsilon: 0.05
Episode 1353/2000 | Reward: 345.58 | Epsilon: 0.05
Episode 1354/2000 | Reward: 474.02 | Epsilon: 0.05
Episode 1355/2000 | Reward: 431.35 | Epsilon: 0.05
Episode 1356/2000 | Reward: 304.39 | Epsilon: 0.05
Episode 1357/2000 | Reward: 273.58 | Epsilon: 0.05
Episode 1358/2000 | Reward: 674.91 | Epsilon: 0.05
Episode 1359/2000 | Reward: 699.27 | Epsilon: 0.05
Episode 1360/2000 | Reward: 792.47 | Epsilon: 0.05
Episode 1361/2000 | Reward: 713.11 | Epsilon: 0.05
Episode 1362/2000 | Reward: 706.90 | Epsilon: 0.05
Episode 1363/2000 | Reward: 857.36 | Epsilon: 0.05
Episode 1364/2000 | Reward: 857.45 | Epsilon: 0.05
Episode 1365/2000 | Reward: 792.47 | Epsilon: 0.05
Episode 1366/2000 | Reward: 439.74 | Epsilon: 0.05
Episode 1367/2000 | Reward: 525.00 | Epsilon: 0.05
Episode 1368/2000 | Reward: 563.16 | Epsilon: 0.05
Episode 1369/2000 | Reward: 472.52 | Epsilon: 0.05
Episode 1370/2000 | Reward: -4.36 | Epsilon: 0.05
Episode 1371/2000 | Reward: 414.66 | Epsilon: 0.05
Episode 1372/2000 | Reward: 550.00 | Epsilon: 0.05
Episode 1373/2000 | Reward: 237.88 | Epsilon: 0.05
Episode 1374/2000 | Reward: 489.40 | Epsilon: 0.05
Episode 1375/2000 | Reward: 542.86 | Epsilon: 0.05
Episode 1376/2000 | Reward: 737.64 | Epsilon: 0.05
Episode 1377/2000 | Reward: 590.14 | Epsilon: 0.05
Episode 1378/2000 | Reward: 83.67 | Epsilon: 0.05
Episode 1379/2000 | Reward: 54.62 | Epsilon: 0.05
Episode 1380/2000 | Reward: 675.38 | Epsilon: 0.05
Episode 1381/2000 | Reward: 720.31 | Epsilon: 0.05
Episode 1382/2000 | Reward: 414.20 | Epsilon: 0.05
Episode 1383/2000 | Reward: -5.02 | Epsilon: 0.05
Episode 1384/2000 | Reward: 424.75 | Epsilon: 0.05
Episode 1385/2000 | Reward: 382.76 | Epsilon: 0.05
Episode 1386/2000 | Reward: 162.50 | Epsilon: 0.05
Episode 1387/2000 | Reward: 178.67 | Epsilon: 0.05
Episode 1388/2000 | Reward: 637.59 | Epsilon: 0.05
Episode 1389/2000 | Reward: 813.04 | Epsilon: 0.05
Episode 1390/2000 | Reward: 244.16 | Epsilon: 0.05
Episode 1391/2000 | Reward: 392.86 | Epsilon: 0.05
Episode 1392/2000 | Reward: 34.33 | Epsilon: 0.05
Episode 1393/2000 | Reward: 231.06 | Epsilon: 0.05
Episode 1394/2000 | Reward: 39.32 | Epsilon: 0.05
Episode 1395/2000 | Reward: 275.85 | Epsilon: 0.05
Episode 1396/2000 | Reward: 475.67 | Epsilon: 0.05
Episode 1397/2000 | Reward: 819.58 | Epsilon: 0.05
Episode 1398/2000 | Reward: 692.64 | Epsilon: 0.05
Episode 1399/2000 | Reward: 430.90 | Epsilon: 0.05
Episode 1400/2000 | Reward: 287.96 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_1400.h5
Episode 1401/2000 | Reward: 419.76 | Epsilon: 0.05
Episode 1402/2000 | Reward: 743.00 | Epsilon: 0.05
Episode 1403/2000 | Reward: 720.60 | Epsilon: 0.05
Episode 1404/2000 | Reward: 358.18 | Epsilon: 0.05
Episode 1405/2000 | Reward: 787.55 | Epsilon: 0.05
Episode 1406/2000 | Reward: 455.92 | Epsilon: 0.05
Episode 1407/2000 | Reward: 459.03 | Epsilon: 0.05
Episode 1408/2000 | Reward: 594.78 | Epsilon: 0.05
Episode 1409/2000 | Reward: 80.33 | Epsilon: 0.05
Episode 1410/2000 | Reward: 677.78 | Epsilon: 0.05
Episode 1411/2000 | Reward: 511.49 | Epsilon: 0.05
Episode 1412/2000 | Reward: 76.90 | Epsilon: 0.05
Episode 1413/2000 | Reward: 589.10 | Epsilon: 0.05
Episode 1414/2000 | Reward: 649.00 | Epsilon: 0.05
Episode 1415/2000 | Reward: 650.90 | Epsilon: 0.05
Episode 1416/2000 | Reward: 266.07 | Epsilon: 0.05
Episode 1417/2000 | Reward: 371.22 | Epsilon: 0.05
Episode 1418/2000 | Reward: 645.87 | Epsilon: 0.05
Episode 1419/2000 | Reward: 747.75 | Epsilon: 0.05
Episode 1420/2000 | Reward: 615.23 | Epsilon: 0.05
Episode 1421/2000 | Reward: 348.72 | Epsilon: 0.05
Episode 1422/2000 | Reward: 519.50 | Epsilon: 0.05
Episode 1423/2000 | Reward: 677.78 | Epsilon: 0.05
Episode 1424/2000 | Reward: 251.97 | Epsilon: 0.05
Episode 1425/2000 | Reward: 724.37 | Epsilon: 0.05
Episode 1426/2000 | Reward: 652.32 | Epsilon: 0.05
Episode 1427/2000 | Reward: 823.08 | Epsilon: 0.05
Episode 1428/2000 | Reward: 776.92 | Epsilon: 0.05
Episode 1429/2000 | Reward: 301.93 | Epsilon: 0.05
Episode 1430/2000 | Reward: 827.87 | Epsilon: 0.05
Episode 1431/2000 | Reward: 867.15 | Epsilon: 0.05
Episode 1432/2000 | Reward: 593.95 | Epsilon: 0.05
Episode 1433/2000 | Reward: 731.68 | Epsilon: 0.05
Episode 1434/2000 | Reward: 876.38 | Epsilon: 0.05
Episode 1435/2000 | Reward: 861.54 | Epsilon: 0.05
Episode 1436/2000 | Reward: -45.69 | Epsilon: 0.05
Episode 1437/2000 | Reward: 844.66 | Epsilon: 0.05
Episode 1438/2000 | Reward: 780.00 | Epsilon: 0.05
Episode 1439/2000 | Reward: 674.51 | Epsilon: 0.05
Episode 1440/2000 | Reward: 679.94 | Epsilon: 0.05
Episode 1441/2000 | Reward: 695.03 | Epsilon: 0.05
Episode 1442/2000 | Reward: 842.03 | Epsilon: 0.05
Episode 1443/2000 | Reward: 818.29 | Epsilon: 0.05
Episode 1444/2000 | Reward: 21.37 | Epsilon: 0.05
Episode 1445/2000 | Reward: 770.55 | Epsilon: 0.05
Episode 1446/2000 | Reward: 730.25 | Epsilon: 0.05
Episode 1447/2000 | Reward: 815.13 | Epsilon: 0.05
Episode 1448/2000 | Reward: 788.89 | Epsilon: 0.05
Episode 1449/2000 | Reward: 632.82 | Epsilon: 0.05
Episode 1450/2000 | Reward: 299.10 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_1450.h5
Episode 1451/2000 | Reward: 581.66 | Epsilon: 0.05
Episode 1452/2000 | Reward: 844.85 | Epsilon: 0.05
Episode 1453/2000 | Reward: 365.31 | Epsilon: 0.05
Episode 1454/2000 | Reward: 829.77 | Epsilon: 0.05
Episode 1455/2000 | Reward: 334.93 | Epsilon: 0.05
Episode 1456/2000 | Reward: 835.85 | Epsilon: 0.05
Episode 1457/2000 | Reward: 551.16 | Epsilon: 0.05
Episode 1458/2000 | Reward: 542.28 | Epsilon: 0.05
Episode 1459/2000 | Reward: 441.42 | Epsilon: 0.05
Episode 1460/2000 | Reward: 437.70 | Epsilon: 0.05
Episode 1461/2000 | Reward: 157.95 | Epsilon: 0.05
Episode 1462/2000 | Reward: 843.26 | Epsilon: 0.05
Episode 1463/2000 | Reward: 448.48 | Epsilon: 0.05
Episode 1464/2000 | Reward: 873.98 | Epsilon: 0.05
Episode 1465/2000 | Reward: 799.67 | Epsilon: 0.05
Episode 1466/2000 | Reward: 488.24 | Epsilon: 0.05
Episode 1467/2000 | Reward: 334.65 | Epsilon: 0.05
Episode 1468/2000 | Reward: 714.69 | Epsilon: 0.05
Episode 1469/2000 | Reward: 853.85 | Epsilon: 0.05
Episode 1470/2000 | Reward: 347.10 | Epsilon: 0.05
Episode 1471/2000 | Reward: 615.75 | Epsilon: 0.05
Episode 1472/2000 | Reward: 322.38 | Epsilon: 0.05
Episode 1473/2000 | Reward: 834.87 | Epsilon: 0.05
Episode 1474/2000 | Reward: 470.42 | Epsilon: 0.05
Episode 1475/2000 | Reward: 636.65 | Epsilon: 0.05
Episode 1476/2000 | Reward: 694.98 | Epsilon: 0.05
Episode 1477/2000 | Reward: 533.90 | Epsilon: 0.05
Episode 1478/2000 | Reward: 415.05 | Epsilon: 0.05
Episode 1479/2000 | Reward: 733.33 | Epsilon: 0.05
Episode 1480/2000 | Reward: 47.89 | Epsilon: 0.05
Episode 1481/2000 | Reward: 687.30 | Epsilon: 0.05
Episode 1482/2000 | Reward: 683.51 | Epsilon: 0.05
Episode 1483/2000 | Reward: 896.09 | Epsilon: 0.05
Episode 1484/2000 | Reward: 847.37 | Epsilon: 0.05
Episode 1485/2000 | Reward: 323.73 | Epsilon: 0.05
Episode 1486/2000 | Reward: 297.89 | Epsilon: 0.05
Episode 1487/2000 | Reward: 483.63 | Epsilon: 0.05
Episode 1488/2000 | Reward: 851.31 | Epsilon: 0.05
Episode 1489/2000 | Reward: 561.71 | Epsilon: 0.05
Episode 1490/2000 | Reward: 259.59 | Epsilon: 0.05
Episode 1491/2000 | Reward: 405.38 | Epsilon: 0.05
Episode 1492/2000 | Reward: 382.99 | Epsilon: 0.05
Episode 1493/2000 | Reward: 241.09 | Epsilon: 0.05
Episode 1494/2000 | Reward: 354.55 | Epsilon: 0.05
Episode 1495/2000 | Reward: 644.34 | Epsilon: 0.05
Episode 1496/2000 | Reward: 281.11 | Epsilon: 0.05
Episode 1497/2000 | Reward: 689.67 | Epsilon: 0.05
Episode 1498/2000 | Reward: 360.00 | Epsilon: 0.05
Episode 1499/2000 | Reward: 490.58 | Epsilon: 0.05
Episode 1500/2000 | Reward: 520.46 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_1500.h5
Episode 1501/2000 | Reward: 38.78 | Epsilon: 0.05
Episode 1502/2000 | Reward: 443.05 | Epsilon: 0.05
Episode 1503/2000 | Reward: 319.46 | Epsilon: 0.05
Episode 1504/2000 | Reward: 585.43 | Epsilon: 0.05
Episode 1505/2000 | Reward: 500.63 | Epsilon: 0.05
Episode 1506/2000 | Reward: 638.10 | Epsilon: 0.05
Episode 1507/2000 | Reward: 679.66 | Epsilon: 0.05
Episode 1508/2000 | Reward: 599.66 | Epsilon: 0.05
Episode 1509/2000 | Reward: 592.05 | Epsilon: 0.05
Episode 1510/2000 | Reward: 390.32 | Epsilon: 0.05
Episode 1511/2000 | Reward: 692.16 | Epsilon: 0.05
Episode 1512/2000 | Reward: 737.04 | Epsilon: 0.05
Episode 1513/2000 | Reward: 535.04 | Epsilon: 0.05
Episode 1514/2000 | Reward: -4.80 | Epsilon: 0.05
Episode 1515/2000 | Reward: 627.27 | Epsilon: 0.05
Episode 1516/2000 | Reward: 616.31 | Epsilon: 0.05
Episode 1517/2000 | Reward: 724.84 | Epsilon: 0.05
Episode 1518/2000 | Reward: 285.71 | Epsilon: 0.05
Episode 1519/2000 | Reward: 53.33 | Epsilon: 0.05
Episode 1520/2000 | Reward: 382.14 | Epsilon: 0.05
Episode 1521/2000 | Reward: 642.86 | Epsilon: 0.05
Episode 1522/2000 | Reward: 765.61 | Epsilon: 0.05
Episode 1523/2000 | Reward: 676.06 | Epsilon: 0.05
Episode 1524/2000 | Reward: 510.76 | Epsilon: 0.05
Episode 1525/2000 | Reward: 521.62 | Epsilon: 0.05
Episode 1526/2000 | Reward: 782.78 | Epsilon: 0.05
Episode 1527/2000 | Reward: 712.03 | Epsilon: 0.05
Episode 1528/2000 | Reward: 600.00 | Epsilon: 0.05
Episode 1529/2000 | Reward: 253.29 | Epsilon: 0.05
Episode 1530/2000 | Reward: -11.56 | Epsilon: 0.05
Episode 1531/2000 | Reward: 541.74 | Epsilon: 0.05
Episode 1532/2000 | Reward: 497.27 | Epsilon: 0.05
Episode 1533/2000 | Reward: 378.26 | Epsilon: 0.05
Episode 1534/2000 | Reward: -9.09 | Epsilon: 0.05
Episode 1535/2000 | Reward: -61.29 | Epsilon: 0.05
Episode 1536/2000 | Reward: 530.19 | Epsilon: 0.05
Episode 1537/2000 | Reward: 353.02 | Epsilon: 0.05
Episode 1538/2000 | Reward: 551.85 | Epsilon: 0.05
Episode 1539/2000 | Reward: 64.75 | Epsilon: 0.05
Episode 1540/2000 | Reward: 408.71 | Epsilon: 0.05
Episode 1541/2000 | Reward: 289.78 | Epsilon: 0.05
Episode 1542/2000 | Reward: 411.78 | Epsilon: 0.05
Episode 1543/2000 | Reward: 330.51 | Epsilon: 0.05
Episode 1544/2000 | Reward: 9.89 | Epsilon: 0.05
Episode 1545/2000 | Reward: 423.65 | Epsilon: 0.05
Episode 1546/2000 | Reward: 418.66 | Epsilon: 0.05
Episode 1547/2000 | Reward: 809.09 | Epsilon: 0.05
Episode 1548/2000 | Reward: 336.43 | Epsilon: 0.05
Episode 1549/2000 | Reward: 404.92 | Epsilon: 0.05
Episode 1550/2000 | Reward: 545.76 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_1550.h5
Episode 1551/2000 | Reward: 417.24 | Epsilon: 0.05
Episode 1552/2000 | Reward: 451.24 | Epsilon: 0.05
Episode 1553/2000 | Reward: 837.29 | Epsilon: 0.05
Episode 1554/2000 | Reward: 715.22 | Epsilon: 0.05
Episode 1555/2000 | Reward: 522.07 | Epsilon: 0.05
Episode 1556/2000 | Reward: 511.11 | Epsilon: 0.05
Episode 1557/2000 | Reward: 459.70 | Epsilon: 0.05
Episode 1558/2000 | Reward: 460.40 | Epsilon: 0.05
Episode 1559/2000 | Reward: 572.73 | Epsilon: 0.05
Episode 1560/2000 | Reward: 838.22 | Epsilon: 0.05
Episode 1561/2000 | Reward: 719.88 | Epsilon: 0.05
Episode 1562/2000 | Reward: 873.98 | Epsilon: 0.05
Episode 1563/2000 | Reward: 847.79 | Epsilon: 0.05
Episode 1564/2000 | Reward: 770.50 | Epsilon: 0.05
Episode 1565/2000 | Reward: 518.89 | Epsilon: 0.05
Episode 1566/2000 | Reward: 464.78 | Epsilon: 0.05
Episode 1567/2000 | Reward: 735.05 | Epsilon: 0.05
Episode 1568/2000 | Reward: 871.63 | Epsilon: 0.05
Episode 1569/2000 | Reward: 434.88 | Epsilon: 0.05
Episode 1570/2000 | Reward: -18.23 | Epsilon: 0.05
Episode 1571/2000 | Reward: 40.47 | Epsilon: 0.05
Episode 1572/2000 | Reward: 482.82 | Epsilon: 0.05
Episode 1573/2000 | Reward: -83.21 | Epsilon: 0.05
Episode 1574/2000 | Reward: 463.47 | Epsilon: 0.05
Episode 1575/2000 | Reward: 812.28 | Epsilon: 0.05
Episode 1576/2000 | Reward: 331.58 | Epsilon: 0.05
Episode 1577/2000 | Reward: 426.49 | Epsilon: 0.05
Episode 1578/2000 | Reward: 240.21 | Epsilon: 0.05
Episode 1579/2000 | Reward: 675.44 | Epsilon: 0.05
Episode 1580/2000 | Reward: 675.51 | Epsilon: 0.05
Episode 1581/2000 | Reward: 704.64 | Epsilon: 0.05
Episode 1582/2000 | Reward: 599.28 | Epsilon: 0.05
Episode 1583/2000 | Reward: 287.10 | Epsilon: 0.05
Episode 1584/2000 | Reward: 450.00 | Epsilon: 0.05
Episode 1585/2000 | Reward: 450.00 | Epsilon: 0.05
Episode 1586/2000 | Reward: 557.63 | Epsilon: 0.05
Episode 1587/2000 | Reward: 209.58 | Epsilon: 0.05
Episode 1588/2000 | Reward: 544.65 | Epsilon: 0.05
Episode 1589/2000 | Reward: 775.47 | Epsilon: 0.05
Episode 1590/2000 | Reward: 58.25 | Epsilon: 0.05
Episode 1591/2000 | Reward: 733.33 | Epsilon: 0.05
Episode 1592/2000 | Reward: 470.91 | Epsilon: 0.05
Episode 1593/2000 | Reward: 467.94 | Epsilon: 0.05
Episode 1594/2000 | Reward: 626.32 | Epsilon: 0.05
Episode 1595/2000 | Reward: 673.38 | Epsilon: 0.05
Episode 1596/2000 | Reward: 846.62 | Epsilon: 0.05
Episode 1597/2000 | Reward: 578.97 | Epsilon: 0.05
Episode 1598/2000 | Reward: 746.98 | Epsilon: 0.05
Episode 1599/2000 | Reward: 94.44 | Epsilon: 0.05
Episode 1600/2000 | Reward: 796.55 | Epsilon: 0.05
WARNING:absl:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`.
Checkpoint saved to ddqn_speed_1600.h5
Episode 1601/2000 | Reward: 307.89 | Epsilon: 0.05
Episode 1602/2000 | Reward: 575.00 | Epsilon: 0.05
Episode 1603/2000 | Reward: 20.33 | Epsilon: 0.05
Episode 1604/2000 | Reward: 428.43 | Epsilon: 0.05
Episode 1605/2000 | Reward: 535.96 | Epsilon: 0.05
Episode 1606/2000 | Reward: 590.79 | Epsilon: 0.05
Episode 1607/2000 | Reward: 479.62 | Epsilon: 0.05
Episode 1608/2000 | Reward: 252.31 | Epsilon: 0.05
Episode 1609/2000 | Reward: 510.56 | Epsilon: 0.05
Episode 1610/2000 | Reward: 410.49 | Epsilon: 0.05
Episode 1611/2000 | Reward: -61.94 | Epsilon: 0.05
Episode 1612/2000 | Reward: 546.59 | Epsilon: 0.05
Episode 1613/2000 | Reward: 409.26 | Epsilon: 0.05
Episode 1614/2000 | Reward: 353.92 | Epsilon: 0.05
Episode 1615/2000 | Reward: 329.58 | Epsilon: 0.05
Episode 1616/2000 | Reward: 549.81 | Epsilon: 0.05
Episode 1617/2000 | Reward: 477.36 | Epsilon: 0.05
Episode 1618/2000 | Reward: 464.36 | Epsilon: 0.05
Episode 1619/2000 | Reward: 576.87 | Epsilon: 0.05
Episode 1620/2000 | Reward: 601.82 | Epsilon: 0.05
Episode 1621/2000 | Reward: 430.30 | Epsilon: 0.05
Episode 1622/2000 | Reward: 525.45 | Epsilon: 0.05
Episode 1623/2000 | Reward: 138.10 | Epsilon: 0.05
Episode 1624/2000 | Reward: 602.42 | Epsilon: 0.05
Episode 1625/2000 | Reward: 857.45 | Epsilon: 0.05
Episode 1626/2000 | Reward: 574.60 | Epsilon: 0.05
Episode 1627/2000 | Reward: 647.54 | Epsilon: 0.05
Episode 1628/2000 | Reward: 506.90 | Epsilon: 0.05
Episode 1629/2000 | Reward: 595.97 | Epsilon: 0.05
Episode 1630/2000 | Reward: 782.35 | Epsilon: 0.05
Episode 1631/2000 | Reward: 549.83 | Epsilon: 0.05
Episode 1632/2000 | Reward: 716.25 | Epsilon: 0.05
Episode 1633/2000 | Reward: 605.48 | Epsilon: 0.05
Episode 1634/2000 | Reward: 698.74 | Epsilon: 0.05
Episode 1635/2000 | Reward: 485.62 | Epsilon: 0.05
Episode 1636/2000 | Reward: 725.62 | Epsilon: 0.05
Episode 1637/2000 | Reward: 401.71 | Epsilon: 0.05
Episode 1638/2000 | Reward: 374.58 | Epsilon: 0.05
Episode 1639/2000 | Reward: 650.94 | Epsilon: 0.05
